TAI-UT1: IERS A/B via Astropy including forecast for about a year
(A3,2X,I5,6(I7,1X),1X,I2)        2                  6  5           1.E-4
     46844 232024  232106  232196  232319  232387  232465 
     46874 232569  232644  232748  232832  232894  232992 
     46904 233070  233145  233245  233302  233367  233453 
     46934 233507  233594  233660  233703  233770  233823 
     46964 233879  233940  233956  233990  234036  234055 
     46994 234109  234125  234132  234173  234189  234232 
     47024 234279  234297  234358  234422  234463  234552 
     47054 234603  234656  234751  234816  234905  235003 
     47084 235060  235149  235237  235308  235416  235488 
     47114 235567  235668  235740  235835  235924  235982 
     47144 236066  236144  236220  236327  236389  236460 
     47174 236550  236611  236695  236753  236796  236882 
     47204 236968  237054  237182  237257  237353  237462 
     47234 237527  237620  237699  237763  237868  237961 
     47264 238055  238180  238245  238321  238413  238476 
     47294 238583  238666  238722  238806  238869  238930 
     47324 239002  239027  239065  239099  239102  239145 
     47354 239158  239169  239207  239227  239265  239308 
     47384 239314  239348  239385  239400  239464  239490 
     47414 239521  239574  239610  239679  239762  239807 
     47444 239890  239970  240029  240138  240204  240279 
     47474 240376  240444  240540  240642  240708  240801 
     47504 240873  240932  241019  241063  241115  241186 
     47534 241230  241303  241371  241416  241504  241570 
     47564 241635  241737  241790  241851  241927  241981 
     47594 242081  242178  242241  242338  242410  242475 
     47624 242577  242636  242721  242820  242901  243015 
     47654 243107  243179  243269  243338  243420  243530 
     47684 243585  243654  243716  243749  243822  243860 
     47714 243888  243942  243979  244037  244113  244143 
     47744 244196  244244  244282  244372  244426  244474 
     47774 244543  244581  244645  244740  244795  244881 
     47804 244954  245020  245140  245236  245342  245455 
     47834 245540  245647  245772  245865  245989  246096 
     47864 246191  246313  246401  246494  246596  246664 
     47894 246755  246853  246919  247014  247085  247165 
     47924 247297  247403  247528  247655  247746  247862 
     47954 247975  248067  248193  248293  248409  248565 
     47984 248670  248792  248910  249002  249131  249249 
     48014 249333  249438  249516  249606  249733  249819 
     48044 249919  250002  250063  250159  250245  250317 
     48074 250401  250454  250512  250588  250627  250695 
     48104 250757  250804  250894  250972  251052  251154 
     48134 251220  251302  251412  251486  251598  251693 
     48164 251780  251911  252015  252119  252231  252317 
     48194 252434  252573  252672  252800  252898  252991 
     48224 253124  253239  253358  253465  253538  253640 
     48254 253758  253856  253986  254087  254185  254306 
     48284 254403  254520  254637  254728  254849  254966 
     48314 255075  255218  255315  255414  255553  255662 
     48344 255790  255915  256015  256136  256258  256365 
     48374 256502  256605  256713  256850  256960  257075 
     48404 257162  257235  257339  257449  257548  257646 
     48434 257696  257749  257823  257871  257955  258017 
     48464 258063  258134  258190  258252  258341  258399 
     48494 258471  258568  258652  258776  258881  258962 
     48524 259075  259185  259291  259410  259492  259579 
     48554 259688  259789  259922  260029  260127  260253 
     48584 260363  260490  260625  260723  260838  260962 
     48614 261063  261189  261287  261387  261517  261632 
     48644 261773  261908  262016  262144  262271  262381 
     48674 262524  262636  262744  262882  263007  263165 
     48704 263323  263449  263592  263730  263859  264028 
     48734 264157  264278  264413  264519  264646  264768 
     48764 264865  264979  265077  265164  265264  265337 
     48794 265416  265505  265569  265651  265714  265760 
     48824 265831  265901  265975  266075  266142  266220 
     48854 266312  266394  266517  266616  266691  266795 
     48884 266884  266980  267106  267200  267308  267428 
     48914 267534  267681  267810  267919  268042  268153 
     48944 268276  268419  268533  268650  268781  268902 
     48974 269047  269163  269272  269406  269530  269665 
     49004 269802  269907  270031  270163  270287  270449 
     49034 270574  270697  270836  270951  271087  271240 
     49064 271367  271508  271640  271761  271919  272061 
     49094 272201  272345  272476  272628  272785  272905 
     49124 273032  273151  273264  273403  273508  273610 
     49154 273718  273806  273912  274010  274082  274162 
     49184 274232  274304  274412  274489  274575  274670 
     49214 274746  274857  274967  275049  275151  275244 
     49244 275345  275480  275585  275701  275815  275924 
     49274 276069  276213  276336  276472  276591  276710 
     49304 276860  276978  277098  277214  277308  277426 
     49334 277552  277670  277800  277912  278032  278164 
     49364 278268  278383  278487  278589  278724  278837 
     49394 278941  279056  279159  279290  279452  279581 
     49424 279712  279828  279940  280093  280226  280350 
     49454 280479  280589  280713  280864  280989  281120 
     49484 281236  281347  281483  281593  281690  281783 
     49514 281855  281947  282044  282108  282172  282221 
     49544 282276  282367  282445  282517  282588  282646 
     49574 282725  282803  282869  282954  283031  283115 
     49604 283236  283351  283476  283596  283695  283815 
     49634 283950  284068  284190  284290  284400  284543 
     49664 284667  284789  284907  285009  285138  285268 
     49694 285387  285510  285623  285754  285905  286040 
     49724 286188  286311  286418  286547  286686  286823 
     49754 286963  287079  287197  287337  287463  287607 
     49784 287752  287888  288045  288191  288322  288464 
     49814 288589  288724  288879  289016  289159  289287 
     49844 289409  289551  289692  289820  289935  290030 
     49874 290139  290258  290363  290473  290554  290614 
     49904 290698  290774  290855  290930  290975  291027 
     49934 291097  291166  291253  291323  291396  291497 
     49964 291597  291707  291813  291906  292020  292150 
     49994 292269  292400  292510  292610  292730  292846 
     50024 292976  293100  293202  293326  293467  293601 
     50054 293737  293849  293961  294092  294219  294353 
     50084 294465  294545  294641  294738  294832  294933 
     50114 295007  295089  295195  295292  295413  295522 
     50144 295615  295732  295859  295974  296093  296190 
     50174 296294  296418  296533  296658  296771  296866 
     50204 296984  297112  297234  297360  297456  297544 
     50234 297639  297724  297823  297911  297971  298049 
     50264 298120  298181  298247  298291  298343  298407 
     50294 298472  298554  298606  298642  298697  298753 
     50324 298821  298903  298954  299021  299108  299190 
     50354 299304  299397  299478  299580  299678  299785 
     50384 299903  299988  300082  300188  300285  300390 
     50414 300478  300560  300650  300732  300829  300933 
     50444 301019  301111  301210  301304  301415  301500 
     50474 301574  301652  301719  301809  301905  301982 
     50504 302076  302177  302286  302423  302546  302668 
     50534 302794  302914  303053  303188  303297  303415 
     50564 303524  303623  303744  303855  303951  304054 
     50594 304156  304273  304383  304460  304540  304606 
     50624 304658  304724  304758  304792  304846  304904 
     50654 304992  305077  305141  305212  305278  305347 
     50684 305437  305503  305575  305654  305727  305832 
     50714 305938  306029  306129  306223  306331  306456 
     50744 306552  306644  306750  306856  306982  307087 
     50774 307167  307248  307321  307402  307511  307591 
     50804 307671  307753  307819  307915  307999  308075 
     50834 308160  308246  308352  308476  308580  308680 
     50864 308774  308869  308995  309105  309199  309304 
     50894 309396  309502  309622  309716  309814  309905 
     50924 309994  310114  310215  310302  310394  310468 
     50954 310562  310675  310748  310814  310861  310898 
     50984 310947  310974  310999  311026  311032  311054 
     51014 311084  311091  311112  311134  311157  311203 
     51044 311221  311239  311271  311300  311358  311418 
     51074 311456  311508  311556  311608  311698  311770 
     51104 311839  311909  311969  312052  312150  312222 
     51134 312297  312363  312429  312516  312580  312638 
     51164 312686  312720  312775  312835  312877  312931 
     51194 312969  313002  313068  313127  313192  313251 
     51224 313300  313373  313443  313490  313538  313575 
     51254 313628  313710  313773  313840  313905  313963 
     51284 314048  314129  314194  314265  314315  314362 
     51314 314437  314491  314554  314599  314630  314686 
     51344 314738  314773  314803  314803  314807  314836 
     51374 314851  314876  314889  314890  314923  314947 
     51404 314966  314997  315012  315051  315106  315140 
     51434 315178  315198  315226  315281  315320  315375 
     51464 315435  315476  315539  315627  315692  315766 
     51494 315828  315891  315979  316040  316101  316158 
     51524 316201  316261  316331  316387  316446  316477 
     51554 316501  316555  316602  316657  316710  316739 
     51584 316786  316834  316873  316931  316964  317004 
     51614 317070  317115  317164  317207  317229  317281 
     51644 317335  317384  317453  317498  317540  317612 
     51674 317659  317719  317768  317795  317833  317870 
     51704 317901  317938  317936  317937  317956  317960 
     51734 317987  318004  317997  317995  317996  317999 
     51764 318013  318002  318008  318039  318064  318107 
     51794 318127  318128  318153  318179  318211  318261 
     51824 318277  318315  318378  318427  318502  318560 
     51854 318603  318666  318710  318752  318802  318832 
     51884 318878  318939  318977  319021  319046  319062 
     51914 319102  319132  319167  319199  319199  319217 
     51944 319237  319248  319301  319338  319376  319442 
     51974 319496  319566  319625  319648  319689  319738 
     52004 319777  319845  319875  319905  319952  319985 
     52034 320046  320105  320137  320189  320226  320241 
     52064 320268  320255  320246  320254  320249  320269 
     52094 320276  320263  320267  320260  320244  320249 
     52124 320220  320206  320222  320228  320266  320282 
     52154 320278  320297  320305  320318  320359  320367 
     52184 320390  320432  320461  320527  320576  320606 
     52214 320660  320693  320737  320807  320839  320879 
     52244 320922  320938  320988  321022  321048  321104 
     52274 321151  321202  321255  321260  321276  321303 
     52304 321327  321396  321434  321461  321511  321550 
     52334 321610  321677  321708  321753  321789  321815 
     52364 321885  321917  321946  321990  322007  322046 
     52394 322100  322114  322153  322193  322225  322290 
     52424 322310  322316  322317  322287  322284  322293 
     52454 322288  322305  322309  322305  322328  322307 
     52484 322285  322271  322239  322248  322255  322243 
     52514 322255  322254  322257  322299  322304  322315 
     52544 322331  322328  322365  322395  322410  322447 
     52574 322468  322489  322544  322557  322580  322604 
     52604 322616  322671  322714  322742  322791  322812 
     52634 322839  322889  322908  322946  322984  322999 
     52664 323038  323054  323062  323097  323114  323150 
     52694 323200  323213  323243  323271  323294  323362 
     52724 323393  323420  323466  323490  323532  323587 
     52754 323593  323624  323641  323643  323689  323712 
     52784 323735  323758  323745  323743  323753  323725 
     52814 323718  323691  323651  323640  323600  323579 
     52844 323567  323536  323537  323538  323517  323528 
     52874 323513  323494  323524  323518  323525  323535 
     52904 323524  323552  323576  323586  323620  323626 
     52934 323642  323699  323704  323722  323738  323740 
     52964 323777  323808  323814  323837  323828  323822 
     52994 323857  323865  323891  323906  323910  323961 
     53024 323998  324018  324050  324044  324053  324093 
     53054 324103  324146  324176  324173  324210  324225 
     53084 324244  324298  324325  324370  324436  324459 
     53114 324508  324526  324523  324567  324601  324633 
     53144 324678  324684  324694  324712  324704  324724 
     53174 324715  324691  324697  324676  324659  324639 
     53204 324590  324572  324565  324538  324546  324527 
     53234 324507  324528  324521  324532  324538  324504 
     53264 324516  324530  324527  324560  324567  324582 
     53294 324633  324643  324673  324703  324705  324749 
     53324 324795  324823  324874  324884  324899  324947 
     53354 324965  325010  325034  325030  325059  325084 
     53384 325113  325164  325176  325191  325224  325241 
     53414 325306  325347  325381  325458  325522  325579 
     53444 325642  325650  325679  325730  325744  325798 
     53474 325826  325851  325916  325960  326005  326063 
     53504 326080  326114  326151  326146  326174  326168 
     53534 326149  326161  326150  326151  326145  326096 
     53564 326078  326065  326032  326049  326030  326009 
     53594 326025  326013  326024  326031  325991  325993 
     53624 326008  326011  326067  326075  326081  326114 
     53654 326121  326156  326195  326205  326246  326281 
     53684 326303  326369  326390  326421  326466  326477 
     53714 326513  326539  326547  326587  326611  326626 
     53744 326665  326660  326669  326700  326723  326788 
     53774 326832  326858  326909  326946  326991  327077 
     53804 327104  327139  327185  327215  327301  327360 
     53834 327396  327456  327492  327540  327623  327664 
     53864 327726  327795  327837  327908  327948  327965 
     53894 328001  327996  328007  328038  328038  328074 
     53924 328111  328116  328162  328172  328171  328192 
     53954 328191  328216  328249  328247  328276  328298 
     53984 328310  328379  328408  328441  328496  328532 
     54014 328606  328697  328743  328812  328872  328917 
     54044 329009  329055  329107  329164  329197  329264 
     54074 329333  329376  329444  329488  329526  329604 
     54104 329641  329690  329753  329795  329883  329962 
     54134 330020  330102  330158  330204  330273  330299 
     54164 330346  330402  330433  330514  330582  330626 
     54194 330700  330765  330838  330941  330988  331053 
     54224 331113  331152  331240  331312  331361  331420 
     54254 331444  331472  331521  331525  331556  331574 
     54284 331577  331619  331625  331625  331637  331614 
     54314 331618  331644  331628  331636  331636  331619 
     54344 331657  331672  331697  331739  331755  331804 
     54374 331871  331901  331952  331987  332017  332091 
     54404 332126  332168  332216  332237  332301  332388 
     54434 332441  332516  332547  332567  332627  332661 
     54464 332710  332760  332788  332842  332894  332928 
     54494 333000  333040  333085  333162  333201  333258 
     54524 333306  333322  333383  333433  333469  333541 
     54554 333586  333636  333722  333758  333816  333869 
     54584 333902  333976  334045  334105  334180  334210 
     54614 334240  334297  334319  334362  334381  334381 
     54644 334421  334449  334473  334499  334484  334492 
     54674 334525  334530  334563  334571  334568  334601 
     54704 334616  334643  334685  334694  334741  334810 
     54734 334843  334908  334947  334974  335045  335100 
     54764 335170  335241  335276  335329  335403  335453 
     54794 335542  335603  335653  335731  335779  335841 
     54824 335892  335907  335953  336008  336047  336115 
     54854 336132  336148  336193  336219  336278  336317 
     54884 336327  336372  336427  336476  336557  336596 
     54914 336648  336726  336772  336843  336911  336953 
     54944 337030  337100  337163  337244  337278  337320 
     54974 337388  337431  337497  337535  337554  337599 
     55004 337629  337647  337670  337654  337651  337663 
     55034 337659  337689  337694  337686  337713  337724 
     55064 337743  337781  337786  337814  337853  337873 
     55094 337933  337964  337988  338050  338090  338138 
     55124 338201  338231  338281  338336  338373  338434 
     55154 338464  338497  338561  338600  338656  338708 
     55184 338740  338798  338847  338875  338937  338961 
     55214 338986  339036  339071  339140  339211  339243 
     55244 339304  339371  339431  339526  339576  339626 
     55274 339685  339720  339790  339864  339909  339980 
     55304 340048  340110  340199  340244  340277  340333 
     55334 340372  340444  340498  340522  340557  340573 
     55364 340585  340604  340579  340568  340563  340537 
     55394 340544  340534  340502  340495  340477  340480 
     55424 340506  340491  340496  340509  340509  340550 
     55454 340564  340566  340587  340599  340635  340711 
     55484 340752  340806  340855  340887  340962  341017 
     55514 341054  341109  341139  341187  341244  341268 
     55544 341303  341327  341340  341389  341410  341426 
     55574 341455  341472  341508  341552  341571  341608 
     55604 341635  341664  341738  341774  341812  341868 
     55634 341903  341962  342028  342075  342147  342200 
     55664 342244  342321  342369  342417  342469  342511 
     55694 342582  342660  342702  342749  342784  342819 
     55724 342873  342892  342909  342917  342906  342921 
     55754 342925  342914  342922  342916  342911  342940 
     55784 342935  342940  342947  342942  342979  343009 
     55814 343023  343055  343079  343124  343205  343255 
     55844 343320  343375  343404  343468  343526  343577 
     55874 343644  343683  343732  343804  343846  343900 
     55904 343939  343971  344037  344091  344147  344214 
     55934 344256  344310  344377  344417  344471  344504 
     55964 344533  344600  344643  344682  344718  344735 
     55994 344777  344846  344908  344984  345042  345099 
     56024 345187  345248  345309  345369  345409  345463 
     56054 345529  345575  345627  345658  345685  345739 
     56084 345780  345821  345848  345848  345857  345868 
     56114 345861  345873  345863  345863  345889  345898 
     56144 345921  345934  345928  345948  345971  345990 
     56174 346030  346047  346076  346142  346181  346239 
     56204 346287  346316  346376  346437  346480  346535 
     56234 346575  346623  346695  346762  346847  346911 
     56264 346959  347022  347081  347132  347177  347203 
     56294 347239  347296  347343  347413  347472  347529 
     56324 347603  347659  347718  347776  347811  347871 
     56354 347955  348031  348123  348198  348259  348347 
     56384 348434  348520  348605  348663  348733  348820 
     56414 348891  348973  349035  349084  349156  349215 
     56444 349260  349290  349298  349323  349362  349394 
     56474 349426  349421  349413  349430  349446  349470 
     56504 349491  349492  349507  349529  349553  349594 
     56534 349613  349632  349677  349712  349767  349822 
     56564 349860  349912  349974  350033  350106  350152 
     56594 350206  350279  350340  350407  350469  350515 
     56624 350578  350645  350706  350771  350808  350852 
     56654 350920  350982  351050  351095  351126  351182 
     56684 351239  351296  351358  351390  351437  351503 
     56714 351564  351657  351734  351788  351850  351908 
     56744 351981  352065  352127  352191  352260  352323 
     56774 352414  352490  352548  352618  352674  352737 
     56804 352799  352826  352852  352888  352923  352977 
     56834 353007  353019  353043  353060  353094  353128 
     56864 353132  353145  353161  353171  353208  353229 
     56894 353239  353261  353287  353334  353385  353416 
     56924 353457  353499  353540  353615  353670  353719 
     56954 353783  353836  353903  353977  354023  354077 
     56984 354135  354188  354259  354315  354369  354432 
     57014 354484  354549  354609  354644  354693  354749 
     57044 354808  354880  354925  354979  355044  355103 
     57074 355183  355251  355296  355354  355423  355505 
     57104 355613  355695  355764  355827  355893  355985 
     57134 356062  356117  356185  356241  356306  356398 
     57164 356464  356516  356562  356596  356646  356678 
     57194 356693  356730  356766  356810  356873  356903 
     57224 356927  356951  356974  357028  357073  357106 
     57254 357147  357187  357245  357330  357387  357446 
     57284 357509  357572  357669  357748  357814  357895 
     57314 357968  358055  358166  358244  358320  358395 
     57344 358466  358551  358630  358707  358791  358866 
     57374 358946  359041  359114  359204  359299  359390 
     57404 359496  359584  359664  359737  359799  359888 
     57434 359981  360049  360134  360220  360313  360433 
     57464 360535  360632  360734  360825  360926  361037 
     57494 361119  361203  361278  361348  361450  361535 
     57524 361612  361694  361765  361846  361928  361981 
     57554 362024  362046  362065  362115  362153  362181 
     57584 362200  362201  362220  362247  362269  362304 
     57614 362327  362352  362406  362443  362482  362527 
     57644 362564  362624  362691  362748  362816  362869 
     57674 362932  363031  363107  363180  363251  363317 
     57704 363411  363501  363568  363645  363709  363776 
     57734 363862  363927  363991  364044  364087  364156 
     57764 364227  364289  364349  364393  364444  364515 
     57794 364577  364657  364725  364774  364847  364917 
     57824 364987  365066  365125  365201  365295  365366 
     57854 365446  365522  365596  365697  365783  365855 
     57884 365927  365980  366041  366122  366180  366245 
     57914 366285  366307  366343  366373  366399  366421 
     57944 366427  366449  366476  366492  366525  366538 
     57974 366547  366578  366595  366615  366634  366640 
     58004 366668  366711  366746  366798  366830  366862 
     58034 366916  366958  367014  367077  367121  367180 
     58064 367251  367308  367379  367422  367461  367530 
     58094 367593  367663  367715  367742  367784  367836 
     58124 367877  367911  367919  367932  367976  368023 
     58154 368099  368161  368200  368252  368302  368347 
     58184 368405  368443  368488  368549  368596  368660 
     58214 368711  368746  368798  368855  368913  368983 
     58244 369024  369063  369115  369146  369194  369227 
     58274 369244  369279  369307  369322  369328  369300 
     58304 369278  369281  369283  369306  369307  369300 
     58334 369311  369317  369337  369356  369350  369355 
     58364 369372  369382  369425  369441  369451  369491 
     58394 369529  369582  369642  369668  369709  369770 
     58424 369817  369878  369919  369959  370022  370078 
     58454 370138  370182  370203  370240  370282  370311 
     58484 370361  370392  370411  370450  370490  370551 
     58514 370606  370633  370682  370740  370795  370866 
     58544 370897  370929  370980  371021  371090  371153 
     58574 371192  371250  371307  371352  371419  371450 
     58604 371486  371534  371564  371615  371656  371669 
     58634 371695  371714  371726  371754  371748  371744 
     58664 371744  371723  371720  371698  371656  371635 
     58694 371612  371599  371605  371573  371552  371544 
     58724 371528  371548  371551  371534  371533  371517 
     58754 371518  371539  371520  371517  371531  371538 
     58784 371577  371592  371598  371629  371645  371663 
     58814 371698  371701  371714  371726  371720  371748 
     58844 371762  371771  371795  371789  371808  371852 
     58874 371872  371905  371927  371938  371981  371991 
     58904 372012  372050  372077  372132  372188  372206 
     58934 372231  372249  372273  372346  372379  372395 
     58964 372417  372422  372457  372497  372508  372532 
     58994 372540  372537  372561  372546  372516  372490 
     59024 372436  372408  372375  372313  372261  372197 
     59054 372140  372111  372061  372031  372004  371951 
     59084 371932  371901  371844  371813  371775  371757 
     59114 371770  371750  371732  371721  371694  371715 
     59144 371731  371738  371753  371751  371755  371790 
     59174 371782  371790  371790  371775  371797  371797 
     59204 371783  371785  371760  371744  371749  371725 
     59234 371712  371694  371667  371688  371693  371701 
     59264 371720  371699  371698  371720  371710  371722 
     59294 371717  371706  371737  371744  371758  371779 
     59324 371779  371799  371834  371824  371832  371828 
     59354 371821  371850  371846  371837  371826  371784 
     59384 371762  371747  371690  371652  371590  371531 
     59414 371512  371475  371447  371418  371368  371338 
     59444 371307  371256  371229  371183  371146  371143 
     59474 371108  371093  371080  371047  371050  371057 
     59504 371048  371062  371046  371041  371074  371069 
     59534 371083  371078  371054  371068  371075  371078 
     59564 371093  371080  371077  371104  371099  371116 
     59594 371112  371085  371090  371084  371072  371073 
     59624 371036  371025  371037  371021  371036  371023 
     59654 370995  371005  370997  370992  371000  370974 
     59684 370969  370989  370973  370976  370965  370948 
     59714 370974  370979  370983  370978  370926  370893 
